Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
647	21949.8	2791.9	21949.8	2791.9	1085.17627	6131.57959	303.46240	1.01518	0.88701	1109.39246	6744.76953	3007	1	1	1	59.7582	59.7582	1103.68433	10.39158	21949.8	2791.9	21949.8	2791.9
647	39356.0	8104.7	39356.0	8104.7	1413.99512	9248.51855	321.35181	0.70531	1.22866	1115.16772	10191.42969	3007	1	5	1	-15.696	-15.696	1664.73334	8.00763	39356.0	8104.7	39356.0	8104.7
647	39283.3	8226.9	39283.3	8226.9	3062.50806	26315.63086	313.99994	0.66998	1.01018	1031.52319	26754.72656	3011	2	4	1	28.2564	28.2564	4736.81355	3.93869	39283.3	8226.9	39283.3	8226.9
647	28140.2	1567.1	28140.2	1567.1	1005.63623	14642.82715	335.74155	0.15969	1.01658	905.78265	15189.29688	3012	2	1	1	20.1978	20.1978	2635.70889	6.93177	28140.2	1567.1	28140.2	1567.1
647	20379.4	20527.1	20379.4	20527.1	1008.35828	45485.00781	320.44574	0.61971	1.15639	1321.74634	46210.71875	3015	4	8	1	-3.384	-3.384	8187.30141	3.54535	20379.4	20527.1	20379.4	20527.1
647	21949.2	2780.1	21949.2	2780.1	1024.55408	6062.47314	310.55142	0.72834	0.88021	924.07104	6377.51953	3024	1	0	1	62.6886	62.6886	1091.24517	10.18145	21949.2	2780.1	21949.2	2780.1
647	37771.0	8820.2	37771.0	8820.2	1193.62854	8650.16895	343.66544	0.55078	0.92967	864.51453	9072.78906	3024	1	3	1	46.5714	46.5714	1557.03041	8.67180	37771.0	8820.2	37771.0	8820.2
647	27523.0	32822.9	27523.0	32822.9	1240.37146	27252.28125	442.43497	1.00204	1.68742	995.05499	28227.53125	3025	2	11	1	-193.896	-193.896	4905.41062	6.73544	27523.0	32822.9	27523.0	32822.9
647	13780.0	5456.9	13780.0	5456.9	1796.02600	37815.32031	306.14670	0.92565	0.93918	1168.78064	40359.74609	3035	5	1	1	47.304	47.304	6806.75766	3.99717	13780.0	5456.9	13780.0	5456.9
647	27493.9	32785.6	27493.9	32785.6	1083.71326	12869.36035	438.88071	1.27527	1.60307	940.26074	13376.92188	3037	1	9	1	-180.936	-180.936	2316.48486	9.66517	27493.9	32785.6	27493.9	32785.6
647	38059.4	29723.0	38059.4	29723.0	1028.89185	8298.72461	360.17169	0.70734	1.18740	1076.87866	8954.64063	3043	1	5	1	-32.544	-32.544	1493.77043	10.61704	38059.4	29723.0	38059.4	29723.0
647	10236.2	6136.3	10236.2	6136.3	1409.76221	7587.80566	296.17416	1.31721	0.90519	1007.11816	8161.21094	3045	1	1	1	55.3626	55.3626	1365.80502	7.96497	10236.2	6136.3	10236.2	6136.3
647	21353.7	30401.0	21353.7	30401.0	1181.33386	21979.51758	395.79861	0.91492	0.66816	978.19617	22631.79688	3061	2	4	1	239.978	239.978	3956.31316	6.65378	21353.7	30401.0	21353.7	30401.0
647	21377.6	30401.1	21377.6	30401.1	1173.29114	10571.28027	381.59991	0.59659	0.65463	968.18835	10982.13281	3064	1	4	1	222.395	222.395	1902.83045	9.09923	21377.6	30401.1	21377.6	30401.1
647	12237.5	5115.9	12237.5	5115.9	1245.93311	15039.76660	331.68854	0.06563	0.96247	1198.40442	16138.36719	3069	2	1	1	37.0476	37.0476	2707.15799	7.38992	12237.5	5115.9	12237.5	5115.9
647	21434.2	30367.4	21434.2	30367.4	1084.72656	10248.43262	393.54620	0.89337	0.66913	938.21021	10881.81250	3069	1	5	1	236.315	236.315	1844.71787	9.75158	21434.2	30367.4	21434.2	30367.4
647	21438.6	30370.8	21438.6	30370.8	1045.42017	9486.66211	385.78171	1.25916	0.72833	902.66730	10111.96094	3071	1	4	1	207.743	207.743	1707.59918	9.93332	21438.6	30370.8	21438.6	30370.8
647	19220.2	21179.7	19220.2	21179.7	1813.78064	35984.87500	363.34149	1.24250	0.97220	1153.87354	36621.39063	3074	2	2	1	23.8608	23.8608	6477.27750	3.99987	19220.2	21179.7	19220.2	21179.7
647	30768.1	2169.3	30768.1	2169.3	1725.31079	24317.25195	320.77380	0.33300	0.92252	798.67487	24872.85938	3078	2	0	1	50.2344	50.2344	4377.10535	4.01260	30768.1	2169.3	30768.1	2169.3
647	12226.8	5157.0	12226.8	5157.0	1051.05273	7375.90723	341.14929	0.14443	1.29250	1204.91638	11083.26563	3078	1	1	1	-38.376	-38.376	1327.66330	11.20937	12226.8	5157.0	12226.8	5157.0
647	14371.3	7672.3	14371.3	7672.3	1009.93872	6923.53418	334.20120	0.20095	0.86926	1105.04553	7355.76953	3078	1	4	1	69.282	69.282	1246.23615	11.04630	14371.3	7672.3	14371.3	7672.3
647	12272.4	5047.7	12272.4	5047.7	1142.52124	6275.78955	297.37268	1.26238	0.87667	1094.24951	6795.77344	3088	1	0	1	61.956	61.956	1129.64212	9.76851	12272.4	5047.7	12272.4	5047.7
647	14306.0	7629.9	14306.0	7629.9	1022.30469	14983.11230	335.57706	0.15133	1.20015	1039.53906	15416.17188	3094	2	1	1	-18.936	-18.936	2696.96021	7.15632	14306.0	7629.9	14306.0	7629.9
647	12261.2	5062.1	12261.2	5062.1	1058.59460	13767.16113	320.74570	0.39121	0.78263	1069.22986	14307.47656	3096	2	0	1	95.6556	95.6556	2478.08900	7.20368	12261.2	5062.1	12261.2	5062.1
647	6321.4	25099.1	6321.4	25099.1	1302.82507	11929.01074	386.58606	1.41346	1.23127	742.15564	12400.19531	3097	1	3	1	-63	-63	2147.22193	7.61906	6321.4	25099.1	6321.4	25099.1
647	14330.3	7624.2	14330.3	7624.2	1216.40491	16421.15430	347.06815	0.31168	1.45795	1010.17682	16865.71875	3100	2	1	1	-66.888	-66.888	2955.80777	6.92242	14330.3	7624.2	14330.3	7624.2
647	12333.3	5077.8	12333.3	5077.8	1041.40613	15665.71484	342.84097	0.53386	0.89322	1046.49658	16179.33594	3102	2	1	1	60.4908	60.4908	2819.82867	7.16169	12333.3	5077.8	12333.3	5077.8
647	20388.6	20538.4	20388.6	20538.4	1202.11096	7035.55859	308.84259	0.98843	1.10829	1153.41370	7327.73047	3102	1	3	1	10.224	10.224	1266.40055	9.62745	20388.6	20538.4	20388.6	20538.4
647	6385.3	25133.7	6385.3	25133.7	1022.57483	7738.09521	351.17953	0.64135	1.07068	756.27881	7973.33984	3103	1	2	1	-0.144	-0.144	1392.85714	9.43750	6385.3	25133.7	6385.3	25133.7
647	12309.2	5064.7	12309.2	5064.7	1160.70435	35732.73438	362.13489	1.11105	0.80062	1055.85730	36648.96875	3105	4	0	1	126.425	126.425	6431.89219	4.97953	12309.2	5064.7	12309.2	5064.7
647	12272.2	5055.9	12272.2	5055.9	1065.71655	22309.82031	320.25699	0.34372	0.86177	1085.07288	23085.31641	3111	3	0	1	69.282	69.282	4015.76766	5.50803	12272.2	5055.9	12272.2	5055.9
647	12281.6	18029.8	12281.6	18029.8	1143.05200	16693.45313	334.62579	0.08331	1.04153	1028.76111	17131.41406	3112	2	3	1	14.112	14.112	3004.82156	6.44532	12281.6	18029.8	12281.6	18029.8
647	18031.4	14692.5	18031.4	14692.5	1344.21265	17139.41797	317.50388	0.47164	0.82080	1219.85522	17434.18750	3133	2	0	1	81.7362	81.7362	3085.09523	6.13137	18031.4	14692.5	18031.4	14692.5
647	12259.1	5040.8	12259.1	5040.8	1358.36597	8965.68457	327.79767	0.11074	0.79302	1030.82837	9443.41016	3146	1	1	1	96.3882	96.3882	1613.82322	8.26883	12259.1	5040.8	12259.1	5040.8
647	12001.3	18886.2	12001.3	18886.2	1021.37860	9045.95898	386.48691	0.91625	2.07845	966.02161	9918.33594	3147	1	1	1	-164.088	-164.088	1628.27262	10.67317	12001.3	18886.2	12001.3	18886.2
647	6282.9	25111.0	6282.9	25111.0	1095.59265	28894.33594	372.03311	1.47790	0.81614	777.14514	29796.57422	3149	3	4	1	134.483	134.483	5200.98047	5.02748	6282.9	25111.0	6282.9	25111.0
647	12307.9	5042.6	12307.9	5042.6	1151.28296	20195.14844	368.83017	1.39133	1.00326	1082.83643	21708.50000	3154	2	0	1	10.224	10.224	3635.12672	6.58759	12307.9	5042.6	12307.9	5042.6
647	12011.9	18882.3	12011.9	18882.3	1102.88721	9528.84570	390.90283	0.07826	1.78714	976.43536	10597.57031	3174	1	0	1	-145.296	-145.296	1715.19223	10.44026	12011.9	18882.3	12011.9	18882.3
647	12584.1	17563.1	12584.1	17563.1	1053.70703	6592.79688	318.97922	0.44637	0.79076	1075.93311	7672.27734	3229	1	1	1	91.9926	91.9926	1186.70344	10.51080	12584.1	17563.1	12584.1	17563.1
647	12610.9	17587.9	12610.9	17587.9	1287.12622	7236.37646	302.69666	1.04563	0.88240	1101.01550	8484.24219	3232	1	0	1	61.2234	61.2234	1302.54776	8.90598	12610.9	17587.9	12610.9	17587.9
647	8595.8	19321.6	8595.8	19321.6	1279.87585	20092.22266	350.96686	0.91322	1.78151	854.10162	20365.85156	3258	2	0	1	-105.768	-105.768	3616.60008	5.56431	8595.8	19321.6	8595.8	19321.6
647	37848.6	8915.4	37848.6	8915.4	1511.79187	15417.44043	300.17447	1.24516	1.03599	774.65100	15697.20313	3263	2	0	1	26.7912	26.7912	2775.13928	5.18666	37848.6	8915.4	37848.6	8915.4
647	12217.5	18105.4	12217.5	18105.4	1070.83472	8984.68359	369.71265	1.40848	1.01111	940.64661	9560.26563	3265	1	0	1	6.984	6.984	1617.24305	9.82680	12217.5	18105.4	12217.5	18105.4
647	8590.5	19322.9	8590.5	19322.9	1200.33948	23632.80664	403.62082	1.00186	1.50711	814.08301	24428.21875	3267	2	0	1	-127.152	-127.152	4253.90520	6.03448	8590.5	19322.9	8590.5	19322.9
647	8603.0	19327.2	8603.0	19327.2	1153.08813	22572.91016	402.50958	0.60457	1.62693	803.60675	23539.56250	3270	2	0	1	-140.76	-140.76	4063.12383	6.21935	8603.0	19327.2	8603.0	19327.2
647	12231.2	17959.7	12231.2	17959.7	1063.95679	19476.93555	376.54803	1.38537	1.12652	913.00970	20090.77344	3296	2	0	1	-30.6	-30.6	3505.84840	6.60789	12231.2	17959.7	12231.2	17959.7
647	12247.9	17990.3	12247.9	17990.3	1027.04810	28418.18555	357.88242	1.02332	0.98630	946.39355	28837.14844	3299	3	0	1	20.9304	20.9304	5115.27340	5.12937	12247.9	17990.3	12247.9	17990.3
647	14340.4	7658.1	14340.4	7658.1	1344.18433	9924.49121	346.86118	0.54382	1.03640	972.92657	10393.59766	3315	1	0	1	10.224	10.224	1786.40842	8.16755	14340.4	7658.1	14340.4	7658.1
647	10050.4	12487.9	10050.4	12487.9	1070.70618	10642.04785	419.64743	1.43841	0.69421	1016.43457	11988.62109	3341	1	1	1	266.351	266.351	1915.56861	10.90199	10050.4	12487.9	10050.4	12487.9
647	6262.8	25054.2	6262.8	25054.2	1094.08167	28898.22070	367.50705	1.22179	0.78781	701.39838	29997.69141	3361	3	1	1	144.74	144.74	5201.67973	4.74858	6262.8	25054.2	6262.8	25054.2
647	6377.5	25073.0	6377.5	25073.0	1003.53552	7456.78174	346.21957	0.50779	1.04427	742.37439	7894.65625	3367	1	1	1	8.928	8.928	1342.22071	9.44585	6377.5	25073.0	6377.5	25073.0
647	6327.4	25142.9	6327.4	25142.9	1344.96252	30076.41602	325.15381	0.17019	0.93906	752.25909	31211.21875	3384	4	1	1	45.1062	45.1062	5413.75488	4.23491	6327.4	25142.9	6327.4	25142.9
647	10345.6	12031.9	10345.6	12031.9	1100.54944	9022.74707	369.23404	0.85376	1.24636	1173.97424	10466.62500	3385	1	1	1	-51.336	-51.336	1624.09447	10.65593	10345.6	12031.9	10345.6	12031.9
647	20355.6	20527.2	20355.6	20527.2	1711.35474	13946.22168	364.15097	1.09630	1.07110	1062.40259	14568.64063	3389	1	0	1	-7.92	-7.92	2510.31990	6.83780	20355.6	20527.2	20355.6	20527.2
647	12373.9	17912.4	12373.9	17912.4	1635.94055	9669.64746	310.39304	0.79494	0.99211	1004.06281	10108.92188	3396	1	0	1	33.3846	33.3846	1740.53654	6.99982	12373.9	17912.4	12373.9	17912.4
647	6302.4	25124.3	6302.4	25124.3	1038.20862	5990.35205	303.16208	1.18878	1.09184	751.73590	6367.94141	3403	1	0	1	14.76	14.76	1078.26337	9.13947	6302.4	25124.3	6302.4	25124.3
647	27762.4	4383.9	27762.4	4383.9	1276.26416	7499.49658	309.44202	0.83073	0.77706	802.64563	7907.36328	3406	1	1	1	91.9926	91.9926	1349.90938	7.99129	27762.4	4383.9	27762.4	4383.9
647	6293.9	25111.8	6293.9	25111.8	1172.87463	6612.16943	303.12650	1.15129	1.05841	692.83801	6891.93750	3408	1	1	1	20.9304	20.9304	1190.19050	8.16347	6293.9	25111.8	6293.9	25111.8
647	6290.1	25130.3	6290.1	25130.3	1022.70758	7398.84717	343.36398	0.40009	1.04624	716.56982	7686.07813	3411	1	0	1	9.576	9.576	1331.79249	9.25615	6290.1	25130.3	6290.1	25130.3
647	6287.3	25125.2	6287.3	25125.2	1340.69226	42350.23438	332.61404	0.09211	1.10676	726.47516	43032.61719	3413	5	0	1	0.504	0.504	7623.04219	3.51382	6287.3	25125.2	6287.3	25125.2
647	6222.5	25071.1	6222.5	25071.1	1124.38599	17794.99023	333.17456	0.07985	1.11174	713.68109	18385.25000	3423	2	1	1	-0.792	-0.792	3203.09824	5.31403	6222.5	25071.1	6222.5	25071.1
647	6220.9	25058.5	6220.9	25058.5	1093.21411	6900.92529	320.74710	0.42496	1.02639	720.94897	7276.50000	3426	1	0	1	22.3956	22.3956	1242.16655	8.77333	6220.9	25058.5	6220.9	25058.5
647	39468.2	8068.8	39468.2	8068.8	1403.70410	9078.94043	324.66653	0.35065	1.08314	787.70270	9598.56641	3442	1	0	1	8.928	8.928	1634.20928	7.31974	39468.2	8068.8	39468.2	8068.8
647	18993.8	21198.5	18993.8	21198.5	1051.99451	14323.02148	333.78064	0.44883	1.32298	1046.53833	15237.17188	3450	2	0	1	-37.728	-37.728	2578.14387	7.39886	18993.8	21198.5	18993.8	21198.5
647	13770.3	5638.3	13770.3	5638.3	1124.20532	11541.83984	298.67694	1.37410	1.09901	945.23914	11975.56250	3466	2	0	1	15.408	15.408	2077.53117	7.08586	13770.3	5638.3	13770.3	5638.3
647	13777.0	5628.3	13777.0	5628.3	1086.12793	6349.64795	308.69214	0.82657	0.94492	952.14642	6695.82422	3469	1	0	1	45.1062	45.1062	1142.93663	9.78336	13777.0	5628.3	13777.0	5628.3
647	6258.5	25103.7	6258.5	25103.7	1102.69189	8963.55859	364.79181	0.80354	1.21014	665.59808	9496.32031	3471	1	0	1	-40.32	-40.32	1613.44055	8.47847	6258.5	25103.7	6258.5	25103.7
647	34332.5	30939.8	34332.5	30939.8	1136.59656	6936.97900	315.38507	0.93128	1.23511	809.28650	7343.96094	3471	1	1	1	-13.752	-13.752	1248.65622	8.84699	34332.5	30939.8	34332.5	30939.8
647	10306.7	12022.3	10306.7	12022.3	1617.49231	38030.73047	374.91882	1.24879	1.16019	1036.86670	39271.14844	3480	3	0	1	-37.728	-37.728	6845.53148	4.46224	10306.7	12022.3	10306.7	12022.3
647	12174.4	18147.7	12174.4	18147.7	1257.10754	14362.26953	453.10986	0.17014	1.94227	956.88745	15314.66406	3509	1	0	1	-225	-225	2585.20852	9.34067	12174.4	18147.7	12174.4	18147.7
647	10430.3	11922.1	10430.3	11922.1	1188.52234	8928.34180	351.09985	0.09497	1.32962	1020.67871	9543.24219	3531	1	1	1	-51.336	-51.336	1607.10152	9.31354	10430.3	11922.1	10430.3	11922.1
647	39337.5	8183.0	39337.5	8183.0	2303.31201	21846.06055	320.25806	0.78551	1.25284	752.35138	22460.56250	3568	2	0	1	-18.936	-18.936	3932.29090	4.28422	39337.5	8183.0	39337.5	8183.0
647	12084.5	18289.8	12084.5	18289.8	1369.37866	15935.28516	436.96017	1.34632	1.57732	918.01807	16828.60938	3595	1	0	1	-175.752	-175.752	2868.35133	7.89009	12084.5	18289.8	12084.5	18289.8
647	12197.6	5144.3	12197.6	5144.3	1080.15198	20866.92773	382.61536	0.80339	0.67733	996.08496	22493.92188	3599	2	0	1	218	218	3756.04699	6.61007	12197.6	5144.3	12197.6	5144.3
647	12044.3	18359.7	12044.3	18359.7	1498.89893	29889.56250	445.33572	0.74791	1.76439	912.56470	31278.03125	3601	2	0	1	-203.616	-203.616	5380.12125	6.08011	12044.3	18359.7	12044.3	18359.7
647	27208.4	15015.8	27208.4	15015.8	2459.53735	19205.71094	356.33057	0.47881	1.23300	1170.86902	19697.25000	3632	1	0	1	-38.376	-38.376	3457.02797	5.21741	27208.4	15015.8	27208.4	15015.8
647	21418.1	30421.3	21418.1	30421.3	1064.53540	9815.53320	387.21790	1.12485	0.70788	773.06104	10245.15625	3645	1	1	1	216.535	216.535	1766.79598	9.15614	21418.1	30421.3	21418.1	30421.3
647	18829.8	21229.4	18829.8	21229.4	1141.25293	17911.99609	355.23883	0.15295	1.36012	972.69592	18538.31250	3653	2	0	1	-59.112	-59.112	3224.15930	6.58179	18829.8	21229.4	18829.8	21229.4
647	10370.8	12249.2	10370.8	12249.2	1298.61292	12012.62891	392.24603	1.22101	1.35001	962.20667	12582.98047	3661	1	0	1	-90.864	-90.864	2162.27320	8.51538	10370.8	12249.2	10370.8	12249.2
647	12346.8	5104.6	12346.8	5104.6	1079.85852	9227.74023	375.36099	0.50682	0.65557	997.84924	9943.49609	3669	1	0	1	212.872	212.872	1660.99324	10.08407	12346.8	5104.6	12346.8	5104.6
647	8048.4	28642.5	8048.4	28642.5	1010.35364	11148.87598	425.58664	0.53967	1.76110	697.22009	12085.05469	3670	1	0	1	-180.936	-180.936	2006.79768	9.28838	8048.4	28642.5	8048.4	28642.5
647	27308.5	4502.3	27308.5	4502.3	1060.92371	7679.29102	343.47485	0.48905	0.80723	787.69305	8230.33594	3680	1	0	1	100.784	100.784	1382.27238	9.28281	27308.5	4502.3	27308.5	4502.3
647	27568.6	32797.3	27568.6	32797.3	1004.37457	11601.46484	440.49734	1.46102	1.56023	715.72644	12273.06250	3688	1	3	1	-178.344	-178.344	2088.26367	9.61312	27568.6	32797.3	27568.6	32797.3
647	37550.3	8929.7	37550.3	8929.7	1009.91003	18102.36914	309.69925	0.80378	0.96998	702.62994	18502.40625	3698	3	0	1	39.2454	39.2454	3258.42645	5.30652	37550.3	8929.7	37550.3	8929.7
647	6199.4	25018.4	6199.4	25018.4	1032.65100	7269.55518	339.97733	0.42282	0.87056	654.39807	7629.49414	3721	1	1	1	70.0146	70.0146	1308.51993	8.94617	6199.4	25018.4	6199.4	25018.4
647	6205.6	25044.9	6205.6	25044.9	1042.01831	6976.23975	329.84839	0.03295	0.89672	663.50006	7509.49609	3743	1	1	1	58.293	58.293	1255.72315	8.84877	6205.6	25044.9	6205.6	25044.9
647	12294.5	5143.8	12294.5	5143.8	1087.68262	12465.60254	300.05814	1.17651	0.80056	953.96564	13191.36719	3746	2	0	1	81.7362	81.7362	2243.80846	6.69825	12294.5	5143.8	12294.5	5143.8
647	20285.2	20859.5	20285.2	20859.5	1305.43848	7890.45361	313.85220	0.80725	1.11626	985.81598	8307.01563	3748	1	0	1	6.984	6.984	1420.28165	8.43473	20285.2	20859.5	20285.2	20859.5
647	19249.1	21182.2	19249.1	21182.2	1370.33923	7564.73584	299.91879	1.24320	1.02357	1016.95502	8032.20313	3764	1	0	1	28.989	28.989	1361.65245	8.18742	19249.1	21182.2	19249.1	21182.2
647	12166.4	18059.6	12166.4	18059.6	1153.57092	49267.86719	361.82266	0.64280	1.23804	946.93756	51484.70703	3782	5	0	1	-43.56	-43.56	8868.21609	3.91310	12166.4	18059.6	12166.4	18059.6
647	14277.9	7690.5	14277.9	7690.5	1058.21997	5834.40967	299.75912	1.23665	1.00965	919.80542	6283.53516	3800	1	0	1	31.9194	31.9194	1050.19374	9.88408	14277.9	7690.5	14277.9	7690.5
647	14282.2	7623.4	14282.2	7623.4	1053.20007	8338.50195	360.10367	0.63046	1.21988	967.01526	8852.03906	3802	1	0	1	-39.024	-39.024	1500.93035	10.13104	14282.2	7623.4	14282.2	7623.4
647	12137.2	18051.2	12137.2	18051.2	1692.30713	22790.73242	365.07672	0.84331	1.19732	970.14508	24127.71875	3818	2	0	1	-38.376	-38.376	4102.33184	5.58864	12137.2	18051.2	12137.2	18051.2
647	34341.9	30966.3	34341.9	30966.3	1016.94305	6277.64258	318.33142	0.45308	0.80594	699.08972	6751.60547	3846	1	0	1	86.8644	86.8644	1129.97566	9.29102	34341.9	30966.3	34341.9	30966.3
647	34325.0	30983.7	34325.0	30983.7	1068.83240	6026.23975	303.13950	1.23266	1.12616	729.97699	6357.12891	3854	1	0	1	8.928	8.928	1084.72315	8.99624	34325.0	30983.7	34325.0	30983.7
647	34350.4	30986.6	34350.4	30986.6	1000.39301	6446.98145	326.90073	0.40480	1.16934	707.90442	6840.68359	3874	1	0	1	-8.568	-8.568	1160.45666	9.54342	34350.4	30986.6	34350.4	30986.6
647	37896.9	8814.5	37896.9	8814.5	1047.32507	8023.76904	352.04034	0.59722	1.10993	693.46497	8502.70703	3880	1	0	1	-10.512	-10.512	1444.27843	8.90233	37896.9	8814.5	37896.9	8814.5
647	12384.1	5085.7	12384.1	5085.7	1059.29736	9206.83691	402.11407	0.20797	0.54949	981.68079	10469.10938	3890	1	0	1	275.875	275.875	1657.23064	11.34737	12384.1	5085.7	12384.1	5085.7
647	21535.4	30371.3	21535.4	30371.3	1396.34302	11691.85449	369.85104	1.08145	0.75021	754.78455	12260.57422	3903	1	0	1	170.381	170.381	2104.53381	7.24125	21535.4	30371.3	21535.4	30371.3
647	34349.2	30966.3	34349.2	30966.3	1010.22125	7703.10742	352.54269	0.82244	0.98963	728.14453	8176.91797	3904	1	0	1	21.663	21.663	1386.55934	9.40636	34349.2	30966.3	34349.2	30966.3
647	34357.3	30981.0	34357.3	30981.0	1091.32813	6764.18848	317.82874	0.55067	1.03716	754.54517	7121.28516	3913	1	1	1	20.9304	20.9304	1217.55393	8.93208	34357.3	30981.0	34357.3	30981.0
647	6321.0	25042.4	6321.0	25042.4	1039.24377	6633.90381	324.24515	0.19337	0.91618	628.67816	6916.76953	3915	1	0	1	52.4322	52.4322	1194.10269	8.80645	6321.0	25042.4	6321.0	25042.4
647	34325.5	30954.8	34325.5	30954.8	1136.02820	8436.77930	347.84671	0.51856	1.07262	755.22296	8933.07422	3925	1	0	1	0.504	0.504	1518.62027	8.61432	34325.5	30954.8	34325.5	30954.8
647	34346.1	30977.9	34346.1	30977.9	1306.53979	27139.37500	356.84427	1.06010	0.90781	740.01691	27852.75000	3937	3	1	1	54.63	54.63	4885.08750	4.85717	34346.1	30977.9	34346.1	30977.9
647	34354.4	30992.0	34354.4	30992.0	1044.79993	8536.50391	365.02179	1.24431	1.00977	721.84613	8933.53906	3944	1	0	1	9.576	9.576	1536.57070	9.10689	34354.4	30992.0	34354.4	30992.0
647	34357.3	30975.2	34357.3	30975.2	1143.00134	33507.87891	321.92752	0.30289	0.94813	764.48761	33970.42188	3946	4	1	1	42.9084	42.9084	6031.41820	3.82208	34357.3	30975.2	34357.3	30975.2
647	10438.7	11851.7	10438.7	11851.7	1347.11279	9103.86426	331.90967	0.30467	1.21361	1007.37408	9646.66797	3951	1	0	1	-18.936	-18.936	1638.69557	8.26599	10438.7	11851.7	10438.7	11851.7
647	34355.8	30988.8	34355.8	30988.8	1080.78113	8627.60254	360.68750	1.05859	1.02742	741.40674	9082.07031	3951	1	1	1	6.336	6.336	1552.96846	8.92791	34355.8	30988.8	34355.8	30988.8
647	12211.8	18000.2	12211.8	18000.2	1170.53296	23813.11719	401.86755	1.32204	1.39449	915.47076	24252.68750	3965	2	0	1	-108.36	-108.36	4286.36109	6.21177	12211.8	18000.2	12211.8	18000.2
647	12122.7	18350.8	12122.7	18350.8	1438.72546	32422.52148	452.00540	1.40503	1.61026	879.73322	33565.07813	3971	2	1	1	-197.784	-197.784	5836.05387	5.73608	12122.7	18350.8	12122.7	18350.8
647	12261.6	5116.8	12261.6	5116.8	1059.16821	7207.30762	333.17709	0.72515	0.60406	948.59882	7556.05469	3976	1	0	1	171.113	171.113	1297.31537	9.98223	12261.6	5116.8	12261.6	5116.8
647	12272.8	5104.6	12272.8	5104.6	1006.18237	22705.50195	340.12799	0.22392	0.75069	975.88763	24612.21094	3979	3	0	1	124.227	124.227	4086.99035	5.78558	12272.8	5104.6	12272.8	5104.6
561	24059.8	12860.3	24059.8	12860.3	2819.41772	43531.56250	337.24426	0.52320	1.41621	2057.78125	44394.53906	4001	3	10	1	-53.28	-53.28	7835.68125	4.27165	24059.8	12860.3	24059.8	12860.3
561	29879.9	12766.7	29879.9	12766.7	1247.65430	7670.85059	316.56348	0.50576	0.82430	2349.05908	8330.10156	4001	1	12	1	80.271	80.271	1380.75311	12.49706	29879.9	12766.7	29879.9	12766.7
561	21351.9	16366.1	21351.9	16366.1	2375.34521	14246.47266	312.22681	0.83359	1.08982	2268.24292	15345.09375	4001	1	29	1	12.168	12.168	2564.36508	6.81859	21351.9	16366.1	21351.9	16366.1
561	24728.7	16475.0	24728.7	16475.0	1627.51611	40317.68750	359.46454	0.55877	1.71464	2030.35156	42060.79688	4001	3	30	1	-107.064	-107.064	7257.18375	5.10339	24728.7	16475.0	24728.7	16475.0
561	19746.0	17137.1	19746.0	17137.1	1128.28723	6483.13477	303.56995	1.14750	1.07054	1855.43127	7027.86719	4001	1	32	1	18.7326	18.7326	1166.96426	12.21475	19746.0	17137.1	19746.0	17137.1
561	36708.2	17888.8	36708.2	17888.8	1680.73083	26941.46094	361.05045	0.52709	1.27657	2710.23560	28461.31250	4001	2	36	1	-50.04	-50.04	4849.46297	7.09665	36708.2	17888.8	36708.2	17888.8
561	25144.7	21487.2	25144.7	21487.2	1439.43445	24088.59375	303.30310	1.38077	1.23763	2021.77466	24912.07031	4001	3	41	1	-7.92	-7.92	4335.94687	5.99257	25144.7	21487.2	25144.7	21487.2
561	38268.9	21649.4	38268.9	21649.4	1467.98230	16953.62109	357.38666	0.00778	1.44994	2687.53442	21726.65625	4001	2	43	1	-74.016	-74.016	3051.65180	10.72492	38268.9	21649.4	38268.9	21649.4
561	30777.4	13620.7	30777.4	13620.7	1043.17102	6494.57520	317.94778	1.18603	1.43704	2163.62085	7195.89063	4003	1	8	1	-42.912	-42.912	1169.02354	14.20932	30777.4	13620.7	30777.4	13620.7
561	19772.4	17145.7	19772.4	17145.7	1203.80469	27439.57617	321.50067	0.80074	1.28703	1626.32581	28064.39063	4003	3	17	1	-24.768	-24.768	4939.12371	5.40674	19772.4	17145.7	19772.4	17145.7
561	22429.4	5478.2	22429.4	5478.2	1460.69458	43274.30469	385.78879	0.75193	0.66546	1422.05200	44982.96875	4005	4	4	1	226.058	226.058	7789.37484	5.28744	22429.4	5478.2	22429.4	5478.2
561	30763.7	13657.7	30763.7	13657.7	1193.09973	53847.89844	319.17255	0.52966	1.06167	2058.37207	55079.06250	4005	4	10	1	15.408	15.408	9692.62172	3.58883	30763.7	13657.7	30763.7	13657.7
561	36212.7	15824.9	36212.7	15824.9	1041.37134	20550.15430	358.72543	0.97247	0.79224	2016.79517	20990.81250	4005	2	16	1	126.425	126.425	3699.02777	7.94479	36212.7	15824.9	36212.7	15824.9
561	37654.6	13836.7	37654.6	13836.7	2216.93359	13345.15918	311.49426	1.07062	1.23340	1918.96643	13839.64844	4007	1	5	1	-11.16	-11.16	2402.12865	6.74696	37654.6	13836.7	37654.6	13836.7
